customer_id,id,month,name,age,ssn,occupation,annual_income,monthly_inhand_salary,num_bank_accounts,num_credit_card,interest_rate,num_of_loan,type_of_loan,delay_from_due_date,num_of_delayed_payment,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,credit_history_age,payment_of_min_amount,total_emi_per_month,amount_invested_monthly,payment_behaviour,monthly_balance,credit_score
CUS_0xc3cf,0x4cc9,August,Michele Kambasq,37,126-62-0007,Journalist,57827.1,5009.925,3,7,12,1,Home Equity Loan,25,10,17.88,8.0,Standard,1153.03,40.425568248182,17 Years and 0 Months,Yes,35.118330527350615,140.53085026982106,High_spent_Medium_value_payments,575.3433192028284,Standard
CUS_0x6ff5,0x24c6d,August,Lucia Mutikaniu,7445,699-57-0597,Entrepreneur,43856.38,3870.698333333333,2,5,6,0,,4,10,6.69,1.0,Good,975.82,29.259389320004782,16 Years and 0 Months,No,42213.0,81.23748687233034,High_spent_Small_value_payments,565.832346461003,Good
CUS_0xba8,0xc061,August,Klaymanh,26,777-03-1147,Manager,18327.97,1276.3308333333334,10,5,34,3,"Personal Loan, Home Equity Loan, and Home Equity Loan",49,9,13.63,12.0,Standard,2358.32,24.803719430657694,18 Years and 6 Months,Yes,23.823110550113203,116.26149418443016,Low_spent_Large_value_payments,257.54847859879,Poor
CUS_0x4712,0x1ad19,August,Karen Jacobsa,25,#F%$D@*&8,Manager,178283.68,14835.973333333332,4,3,4,3,"Personal Loan, Debt Consolidation Loan, and Home Equity Loan",5,3,,0.0,Good,137.2,45.10923490919917,19 Years and 3 Months,No,328.2384485034946,137.4225168192721,High_spent_Large_value_payments,1257.9363680105666,Poor
CUS_0x80dc,0x16795,August,Nagu,28,498-19-5852,,18995.54,1487.9616666666668,6,7,426,4,"Not Specified, Home Equity Loan, Debt Consolidation Loan, and Student Loan",24,12,12.16,11.0,Standard,2687.2,23.47093509047936,19 Years and 5 Months,Yes,49.24605680673709,115.7879943591217,Low_spent_Large_value_payments,248.51490789929687,Standard
CUS_0x37f8,0x18985,August,Sarah N.b,25,733-93-6011,Accountant,39910.48,3529.873333333333,1,7,2,1,Not Specified,22,4,3.9,5.0,Good,1072.94,27.747105821238147,22 Years and 0 Months,No,31.779512643612986,144.66271196260084,High_spent_Medium_value_payments,426.5451087271196,Poor
CUS_0xc5fe,0x67c9,August,Mutikanir,17,957-52-1731,Doctor,7804958.0,567.7979166666668,9,10,26,5,"Payday Loan, Not Specified, Personal Loan, Home Equity Loan, and Personal Loan",39,16,26.22,15.0,Bad,3848.3,36.053329759994114,14 Years and 2 Months,Yes,33.49243443493447,32.27363022248409,Low_spent_Small_value_payments,281.0137270092481,Standard
CUS_0x5d5,0x6e1d,August,Yimout,31,708-68-9338,Doctor,15067.08,1325.59,7,5,16,5,"Mortgage Loan, Student Loan, Mortgage Loan, Home Equity Loan, and Payday Loan",24,16,23.81,9.0,Bad,3980.49,24.43858852650084,14 Years and 4 Months,Yes,42.66800030832207,171.029700139084,Low_spent_Small_value_payments,208.86129955259395,Standard
CUS_0x3ddc,0x8029,August,Jackie Rangej,52,934-11-6218,Musician,23211.26,2136.2716666666665,7,5,10,3,"Mortgage Loan, Mortgage Loan, and Personal Loan",24,16,15.14,1.0,Standard,361.52,26.31877986431436,25 Years and 5 Months,Yes,42.5577176923064,85.35596488483058,Low_spent_Large_value_payments,355.71348408952963,Standard
CUS_0xc22f,0x25d41,August,McMillanw,34,795-34-9348,Scientist,34671.15,2637.2625000000007,160,3,16,2,"Auto Loan, and Home Equity Loan",26,19,11.27,4.0,Standard,1071.97,22.558201506899128,21 Years and 10 Months,NM,49430.0,121.6481770324969,Low_spent_Large_value_payments,359.7404835650157,Standard
CUS_0x46b5,0x12235,August,Szakacsj,18,491-92-4340,Entrepreneur,62717.24,5035.4366666666665,6,6,29,9,"Auto Loan, Payday Loan, Mortgage Loan, Mortgage Loan, Not Specified, Credit-Builder Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",54,25,10.82,7.0,Bad,2590.63,28.18930539340917,18 Years and 3 Months,Yes,370.0219455989408,88.7948455188506,High_spent_Large_value_payments,284.7268755488753,Poor
CUS_0x411,0x1d131,August,Seetharamans,44,299-93-5267,Engineer,112287.51,9097.2925,3,5,5,3,"Credit-Builder Loan, Not Specified, and Auto Loan",11,6,,5.0,,281.28,39.52843870825676,19 Years and 6 Months,No,167.0641236073926,177.94641445760135,,804.7187119350059,Poor
CUS_0x677f,0x1d4a9,August,Lawrence Whiteb,45,255-92-9474,Engineer,40985.48,3329.456666666667,8,7,27,4,"Auto Loan, Not Specified, Payday Loan, and Not Specified",41,18,9.74,11.0,Bad,1941.84,31.38624454315891,11 Years and 8 Months,Yes,87.0465237484451,100.26571541922551,Low_spent_Large_value_payments,415.63342749899607,Poor
CUS_0x4a45,0x24835,August,Charlie Zhuk,38,948-93-2039,Journalist,9194.97,704.2475,7,9,25,8,"Credit-Builder Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Auto Loan, Mortgage Loan, Payday Loan, and Mortgage Loan",59,16,19.48,11.0,Bad,3770.27,39.78034240179441,14 Years and 3 Months,Yes,54.782909342164885,36.57501239118356,Low_spent_Medium_value_payments,259.0668282666516,Poor
CUS_0x5ff4,0x6979,August,Emmam,53,114-60-4394,Musician,28784.53,2547.710833333333,6,6,11,2,"Home Equity Loan, and Debt Consolidation Loan",24,11,10.77,2.0,,664.2,38.40003971304765,28 Years and 11 Months,No,34.16328922873817,79.54268163236353,High_spent_Medium_value_payments,391.0651124722317,Good
CUS_0x4380,0x7681,August,Whiten,31,261-79-5644,Writer,14360.97,1262.7475,588,3,9,7,"Student Loan, Auto Loan, Home Equity Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Debt Consolidation Loan",19,12,15.1,6.0,Standard,2000.14,36.78265020290755,8 Years and 5 Months,Yes,48.722881256157706,73.02424941839692,Low_spent_Medium_value_payments,284.52761932544536,Poor
CUS_0x9de1,0x19735,August,Laurenf,42,821-03-7493,Architect,39849.72,3334.81,9,8,26,4,"Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Auto Loan",36,22,9.12,14.0,,2533.64,29.49009788141527,6 Years and 4 Months,Yes,96.60403454470982,98.50915342572937,High_spent_Medium_value_payments,388.3678120295608,Standard
CUS_0x854c,0x17509,August,Jessica Toonkelf,35,412-53-8508,Manager,32434.64,2601.8866666666668,7,5,33,2,"Payday Loan, and Student Loan",18,13,11.78,11.0,Standard,2620.89,25.31139938765084,10 Years and 2 Months,Yes,52.36291215885905,91.66899068667828,Low_spent_Large_value_payments,306.5447302346785,Standard
CUS_0x2123,0x70ed,August,Rauchz,19,941-73-1564,Mechanic,15094.925,1342.9104166666666,3,5,1,0,,14,11,9.56,3.0,,268.53,30.388105158909035,24 Years and 2 Months,No,0.0,61.473651125270976,,362.8173905413957,Standard
CUS_0x9148,0x1bb59,August,Denist,33,805-29-0745,Entrepreneur,17685.03,1358.7524999999996,8,7,2,-100,"Debt Consolidation Loan, and Credit-Builder Loan",11,19,15.63,0.0,Good,207.1,31.338471226908503,17 Years and 8 Months,No,27.20744289480305,91.91568396764922,Low_spent_Small_value_payments,306.75212313754776,Standard
CUS_0x65d3,0x17e99,August,Bhatw,31,193-67-1122,Teacher,7889.11,724.4258333333332,7,3,10,4,"Mortgage Loan, Not Specified, Not Specified, and Home Equity Loan",5,10,19.88,6.0,Standard,973.01,33.35966343196587,11 Years and 9 Months,Yes,15.74636709586118,23.641781911740463,High_spent_Medium_value_payments,283.0544343257317,Standard
CUS_0x51b9,0x136d5,August,Adlerd,18,296-46-5676,Journalist,8220.625,588.0520833333334,8,9,23,6,"Not Specified, Student Loan, Personal Loan, Not Specified, Not Specified, and Mortgage Loan",40,21,,15.0,Bad,4301.9,32.89409049783925,1 Years and 5 Months,Yes,37.817562050234095,42.31137877745954,Low_spent_Medium_value_payments,258.6762675056397,Poor
CUS_0x7e8a,0x1e271,August,Cheungo,17,668-06-0629,Doctor,40944.82,3588.068333333333,1426,7,17,3,"Personal Loan, Student Loan, and Student Loan",17,16,13.4,7.0,,948.81,39.43435093811112,25 Years and 6 Months,Yes,93.98416718975731,10000.0,High_spent_Large_value_payments,453.0521859381629,Standard
CUS_0xa87f,0xcd75,August,Scott Haggettw,34,446-92-6533,Musician,102460.44,7545.800910547207,5,5,10,1,Home Equity Loan,27,14,3.22,5.0,Standard,587.02,35.95549982615717,32 Years and 8 Months,Yes,887.4515845602427,1045.8775766600636,Low_spent_Small_value_payments,31.47692823248724,Good
CUS_0x3e10,0x1fc15,August,Petery,35,980-19-8289,Entrepreneur,55938.51,4904.5425,9,6,28,5,"Payday Loan, Student Loan, Not Specified, Home Equity Loan, and Personal Loan",21,19,16.27,12.0,Standard,2672.09,30.854963381306625,20 Years and 0 Months,Yes,178.17317358788648,10000.0,,436.51707697229966,Poor
CUS_0x259d,0x1fc09,August,Jonasc,22,130-17-0626,Doctor,22433.46,1493.4420409882955,4,3,2674,1,Payday Loan,1,4,4.73,4.0,Good,1078.38,33.176875510052554,28 Years and 6 Months,No,101.543102994915,45.10697987874232,High_spent_Small_value_payments,363.9083761380468,Good
CUS_0x5b0d,0x14311,August,Holtons,18,740-39-0372,,14433.94,1113.8283333333334,9,5,34,9,"Home Equity Loan, Debt Consolidation Loan, Payday Loan, Payday Loan, Home Equity Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, and Student Loan",26,21,28.84,6.0,Bad,3155.47,27.777084542276373,13 Years and 8 Months,NM,81.00111264305716,78.25414714830707,Low_spent_Small_value_payments,242.1275735419691,Standard
CUS_0x25e0,0x1e661,August,Jed Horowitzk,39,861-61-4315,Architect,11073.6,699.8000000000002,3,3,13,4,"Personal Loan, Auto Loan, Credit-Builder Loan, and Home Equity Loan",8,12,8.78,2.0,Standard,1097.02,24.92419651878839,32 Years and 8 Months,No,2017.0,10000.0,Low_spent_Small_value_payments,248.2509507551464,Standard
CUS_0x49c4,0x21bc5,August,Alisonx,29,861-41-5971,,39831.1,3454.258333333333,1,2,6,1,Home Equity Loan,12,11,9.08,6.0,Good,1.2,28.331974503324123,27 Years and 10 Months,No,25.7980240980847,41.79691822635143,Low_spent_Large_value_payments,309.7137078207352,Good
CUS_0x9ae4,0x15d99,August,Arunav,29,702-14-0511,Manager,14674.175,1199.8479166666666,2,1,6,0,,13,9,2.7,4.0,Good,1209.83,23.191790622520088,23 Years and 9 Months,No,0.0,41.91640151006017,,338.0683901566065,Standard
CUS_0xa12,0x1dd6d,August,Rigbyy,38,399-16-3100,Teacher,17172.14,1381.0116666666663,5,6,5133,3,"Mortgage Loan, Mortgage Loan, and Personal Loan",22,16,24.21,7.0,Standard,2334.98,25.36416226766697,10 Years and 3 Months,Yes,24.95699192158311,106.89754551077704,Low_spent_Small_value_payments,296.2466292343065,Poor
CUS_0xbcf0,0x1be89,August,Wohlh,41,150-50-6398,Journalist,49465.98,4256.165,4,4,16,7,"Mortgage Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Not Specified, and Auto Loan",22,10,12.69,9.0,Standard,1694.28,36.04073386076906,15 Years and 11 Months,Yes,252.95609499881385,100.50339287153984,High_spent_Large_value_payments,312.1570121296463,Poor
CUS_0x99c6,0x7915,August,Scottm,32,553-29-9085,Mechanic,43978.14,3663.845,6,7,9,2,"Credit-Builder Loan, and Auto Loan",24,16,7.07,1.0,Standard,1102.66,34.21169867738098,17 Years and 9 Months,Yes,68.78510048383598,93.16367099772886,Low_spent_Large_value_payments,474.4357285184352,Standard
CUS_0x96c,0x22a4d,August,Vidya Ranganathanz,17,339-26-3192,Scientist,15274.54,1001.2300637627424,7,237,15,5,"Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Personal Loan, and Personal Loan",49,24,7.98,16.0,Bad,1628.88,31.44408608321743,10 Years and 2 Months,Yes,110.03948470691064,99.37857420299304,,262.81804399402057,Standard
CUS_0xb385,0x1b1b1,August,Nishantp,15,043-78-7271,Mechanic,57575.04,4948.92,9,10,20,8,"Credit-Builder Loan, Payday Loan, Auto Loan, Mortgage Loan, Personal Loan, Personal Loan, Credit-Builder Loan, and Auto Loan",38,20,18.65,10.0,Bad,2726.95,31.71431863259268,10 Years and 4 Months,NM,264.968276636229,97.045006989175,High_spent_Medium_value_payments,382.878716374596,Poor
CUS_0x8e00,0x1c195,August,Costas Pitast,33,001-96-3136,,18849.55,1795.7958333333331,7,10,32,5,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Personal Loan",52,15,5.23,12.0,,2687.09,28.720480375126662,16 Years and 0 Months,Yes,64.24406439111429,64.44759343994545,Low_spent_Large_value_payments,320.8879255022736,Standard
CUS_0x7eb2,0x128a1,August,Ross Kerbera,28,084-27-1386,Manager,155911.4,13246.616666666669,1,5,11,3,"Credit-Builder Loan, Payday Loan, and Home Equity Loan",20,7,6.96,3.0,,886.96,30.6550754496646,32 Years and 3 Months,No,370.4485213338052,376.6304759522844,High_spent_Medium_value_payments,827.5826693805773,Poor
CUS_0x6fec,0x14659,August,Svea Herbst-Baylissm,46,265-87-8866,Media_Manager,136556.44,11613.703333333331,5,4,6,1,Student Loan,21,17,1.49,2.0,Standard,694.02,31.756438097907857,28 Years and 2 Months,No,94.17978856796884,323.7347961490769,High_spent_Medium_value_payments,993.4557486162876,Standard
CUS_0x828b,0x258fd,August,N.j,38,329-28-6277,Developer,73778.52,6146.21,4,5,14,4,"Home Equity Loan, Auto Loan, Credit-Builder Loan, and Not Specified",18,20,13.75,10.0,Standard,179.15,26.449202488139928,24 Years and 8 Months,Yes,233.2360964424541,172.1640171966099,High_spent_Medium_value_payments,459.220886360936,Standard
CUS_0xabd5,0x20869,August,Shalal-Esai,45,403-75-4569,Architect,54346.35000000001,4463.8625,229,7,19,8,"Payday Loan, Payday Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, Auto Loan, and Debt Consolidation Loan",51,25,25.97,14.0,,4775.2,39.18728689367479,12 Years and 8 Months,Yes,332.5636712634186,33.51003702472772,,320.31254171185367,Poor
CUS_0xbc57,0x1c8e5,August,Shalal-Esah,43,549-76-1283,Media_Manager,31236.78,2335.065,4,4,24,4,"Payday Loan, Credit-Builder Loan, Not Specified, and Mortgage Loan",13,5,7.2200000000000015,6.0,Standard,2250.42,29.8538006439616,6 Years and 3 Months,Yes,80.33364377858555,57.38949963576431,High_spent_Large_value_payments,335.7833565856501,Standard
CUS_0xeea,0x8491,August,Estellei,37,693-89-3430,Accountant,31909.18,2555.098333333333,9,6,29,8,"Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, Student Loan, Mortgage Loan, Student Loan, and Credit-Builder Loan",18,21,1.63,8.0,Bad,3409.48,29.52795353813472,8 Years and 11 Months,Yes,202.9119719512957,124.05407810078422,High_spent_Small_value_payments,188.54378328125347,Standard
CUS_0x342a,0x2545,August,Andreasm,34,566-11-2306,Lawyer,66169.56,5799.13,8,1141,12,3,"Payday Loan, Debt Consolidation Loan, and Not Specified",16,14,10.6,7.0,Standard,198.53,33.577580060541074,25 Years and 10 Months,Yes,126.78946147758992,186.12037883479724,Low_spent_Medium_value_payments,547.0031596876129,Standard
CUS_0xd60,0x7549,August,Deepa Seetharamanm,32,810-45-4212,Mechanic,15628.95,1490.4125,10,8,20,-100,"Not Specified, Debt Consolidation Loan, Home Equity Loan, Not Specified, Mortgage Loan, Personal Loan, and Personal Loan",46,18,5.52,7.0,Bad,2131.09,31.23598679589752,14 Years and 10 Months,Yes,45.845770647590975,26.001854606820675,High_spent_Medium_value_payments,327.19362474558835,Poor
CUS_0x114a,0x25a5,August,Valetkevitchu,43,133-89-5234,Developer,15305.46,1230.455,0,7,2,2,"Student Loan, and Home Equity Loan",14,2,15.95,0.0,Good,642.42,27.52511297681479,15 Years and 9 Months,No,20.301653868439384,64.77848007633177,Low_spent_Small_value_payments,327.96536605522886,Standard
CUS_0x8812,0x5545,August,Nate Raymonda,29,448-25-2178,Musician,31170.53,2854.544166666666,1,5,6,2,"Mortgage Loan, and Mortgage Loan",14,7,7.55,4.0,,462.11,37.0648878844689,25 Years and 3 Months,No,35.03164263146328,122.95883050930492,Low_spent_Small_value_payments,417.4639435258985,Poor
CUS_0x5ba1,0xfbd1,August,Spetalnickj,32,803-91-4307,Scientist,45472.95,3676.4125,9,6,18,5,"Debt Consolidation Loan, Payday Loan, Personal Loan, Auto Loan, and Auto Loan",50,14,8.69,9.0,Bad,1814.78,29.55714767350057,16 Years and 10 Months,NM,119.62574760483017,200.6691118202507,,307.3463905749192,Standard
CUS_0xc01a,0x8299,August,Carolineg,56,084-85-3392,Teacher,28517.53,2139.460833333333,1,4,8,4,"Debt Consolidation Loan, Auto Loan, Auto Loan, and Personal Loan",0,7,-0.3600000000000003,1.0,Good,263.92,25.283272932782005,16 Years and 5 Months,No,89.35557336971755,38.79128841247417,High_spent_Large_value_payments,325.7992215511416,Good
CUS_0xaf23,0x27f1,August,Nick Edwardsg,37,231-01-3965,Musician,17164.72,1223.3933333333334,10,6,19,9,"Not Specified, Personal Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, Not Specified, Credit-Builder Loan, Personal Loan, and Personal Loan",34,16,25.15,7.0,Bad,4813.02,36.98798025290933,11 Years and 0 Months,Yes,99.1263779692473,138.93334796586515,Low_spent_Small_value_payments,174.2796073982209,Standard
CUS_0xb52f,0xce4d,August,Desain,43,764-12-4443,Accountant,61804.34,5228.361666666667,4,7,12,3,"Student Loan, Debt Consolidation Loan, and Home Equity Loan",7,12,10.39,5.0,Good,179.87,35.493839501166285,15 Years and 10 Months,No,147.0159494621879,520.9867036750529,Low_spent_Small_value_payments,144.83351352942591,Standard
CUS_0x74fc,0xb19d,August,Guptay,22,011-70-3590,Musician,25655.23,2081.935833333333,7,5,6,1,Debt Consolidation Loan,16,20,6.3,6.0,Standard,1115.06,28.19109517789414,19 Years and 8 Months,Yes,15.080796058566763,159.41411930329,,323.69866797147665,Standard
CUS_0x2c15,0xc721,August,Rickf,17,389-41-3683,Developer,17790.73,1461.5608333333332,9,7,22,7,"Personal Loan, Student Loan, Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Not Specified, and Student Loan",58,25,17.22,17.0,Bad,4373.57,38.79864023532098,8 Years and 5 Months,Yes,80.71470875619951,37.52138308494747,High_spent_Medium_value_payments,277.9199914921864,Standard
CUS_0x13d5,0x1e81d,August,Camposq,50,604-47-5660,Musician,124183.56,10156.63,7,5,5,2,"Payday Loan, and Student Loan",12,17,11.19,6.0,Good,247.96,37.84311828137015,31 Years and 4 Months,NM,156.30495165285998,78.03561973516958,High_spent_Large_value_payments,1021.3224286119704,Good
CUS_0x510c,0x5a49,August,Janx,29,917-89-7943,Musician,21414.43,1963.535833333333,5,2,5,3,"Personal Loan, Credit-Builder Loan, and Credit-Builder Loan",14,6,10.58,4.0,Good,39.47,23.62152517864937,26 Years and 2 Months,No,30.21422896905732,55.02533891790949,Low_spent_Large_value_payments,381.1140154463665,Standard
CUS_0x58bf,0x1d7d9,August,Somasundarama,17,540-53-7215,Lawyer,15039.8,1458.3166666666666,6,7,13,6,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Auto Loan, Not Specified, and Personal Loan",14,18,12.56,8.0,,1641.56,33.6594849121882,5 Years and 11 Months,Yes,44.3816698302161,115.52819965921246,Low_spent_Medium_value_payments,265.9217971772381,Standard
CUS_0xc4f5,0x10d35,August,Jessica Wohlf,23,062-13-0532,Musician,117551.96,9719.996666666668,8,3,20,4,"Auto Loan, Personal Loan, Payday Loan, and Credit-Builder Loan",17,18,7.59,8.0,Standard,981.69,37.11935712380125,18 Years and 4 Months,Yes,344.1666003193924,275.1179230849051,Low_spent_Large_value_payments,622.7151432623696,Poor
CUS_0xacfc,0x20029,August,David Ingraml,44,823-40-2759,Teacher,37424.16,3045.6800000000007,7,5,18,-100,"Student Loan, Home Equity Loan, and Debt Consolidation Loan",15,16,14.64,10.0,Standard,1445.81,33.77178696025094,18 Years and 10 Months,NM,90.94863058594032,311.87450602536165,Low_spent_Small_value_payments,191.744863388698,Standard
CUS_0x6870,0x1a9e9,August,Adveithp,19,612-68-0152,Doctor,9381.05,559.7541666666666,10,10,16,7,"Auto Loan, Mortgage Loan, Credit-Builder Loan, Payday Loan, Auto Loan, Student Loan, and Home Equity Loan",19,21,7.29,8.0,Bad,1625.4,27.820651977605053,19 Years and 10 Months,Yes,27.91818864063458,57.99596611415781,Low_spent_Medium_value_payments,250.06126191187428,Poor
CUS_0x3b15,0x22fc9,August,Matthias Williamsb,53,493-85-2291,Manager,65312.73,5255.7275,3,5,20,1,Mortgage Loan,19,20,5.6,6.0,Standard,466.4,37.89806651295825,19 Years and 3 Months,No,32.1688001442284,159.88333049582644,High_spent_Medium_value_payments,583.5206193599453,Standard
CUS_0x90ca,0x1a8b1,August,Younglaim,25,766-08-4582,,32613.98,2688.8316666666665,4,4,17,4,"Home Equity Loan, Payday Loan, Debt Consolidation Loan, and Home Equity Loan",11,20,0.7,5.0,Standard,954.65,29.0227127988175,29 Years and 5 Months,No,75.40541208004393,72.90900002801354,High_spent_Medium_value_payments,370.5687545586092,Standard
CUS_0x970b,0x1ff81,August,Tim Hephere,17,883-30-5284,Architect,25417.33,2036.1108333333327,7,7,19,7,"Payday Loan, Student Loan, Payday Loan, Personal Loan, Mortgage Loan, Payday Loan, and Auto Loan",22,19,12.58,6.0,Standard,432.76,31.827367226478533,14 Years and 11 Months,Yes,15586.0,46.8745393252541,High_spent_Medium_value_payments,305.5340143221084,Good
CUS_0x102e,0x17791,August,Rhysn,26,#F%$D@*&8,Scientist,50807.44,4197.953333333334,8,4,11,4,"Mortgage Loan, Not Specified, Home Equity Loan, and Home Equity Loan",12,9,2.6,4.0,,869.59,30.31145401414816,22 Years and 10 Months,NM,88.75991924748364,65.27556452739218,High_spent_Medium_value_payments,515.7598495584575,Poor
CUS_0x2312,0xc6e5,August,A.b,51,308-25-6929,Manager,44708.14,3653.678333333333,3,169,11,0,,0,1,11.55,4.0,Good,352.44,30.42990998650217,21 Years and 0 Months,NM,0.0,120.80270673415188,High_spent_Medium_value_payments,494.5651265991815,Good
CUS_0x4e05,0x2145d,August,Krudys,46,500-31-7991,Manager,60593.8,5033.483333333334,3,4,12,2,"Student Loan, and Student Loan",27,11,16.69,8.0,,798.77,35.73520677306638,10 Years and 11 Months,Yes,96.7119735950985,173.1810124187449,High_spent_Small_value_payments,493.4553473194901,Standard
CUS_0x1ebc,0x12145,August,Katharinap,43,657-98-2592,Manager,122307.96,10230.33,1,5,6,0,,1,7,2.31,5.0,Good,630.24,30.30199892466966,27 Years and 3 Months,No,0.0,120.07803965362476,High_spent_Large_value_payments,1103.2863353790144,Standard
CUS_0x87df,0x164c5,August,Vidyas,29,876-74-5642,Media_Manager,15349.54,1180.128333333333,9,7,22,-100,"Student Loan, Not Specified, Not Specified, Not Specified, Personal Loan, Student Loan, Home Equity Loan, Payday Loan, and Auto Loan",41,25,27.08,14.0,,2988.2,36.88829648538472,12 Years and 4 Months,Yes,108.46101550745072,72.6900715575397,Low_spent_Small_value_payments,226.8617462683429,Standard
CUS_0xb5e3,0x71e9,August,Schererc,27,172-01-0082,Musician,32763.68,2616.306666666667,7,7,5,4,"Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, and Not Specified",16,13,16.3,8.0,Standard,574.82,38.43556930982807,18 Years and 10 Months,Yes,99.19011378356296,100.35393134065916,High_spent_Small_value_payments,322.08662154244456,Good
CUS_0x7d6e,0xee69,August,Stephend,19,#F%$D@*&8,Journalist,15508.43,1400.3691666666666,4,4,16,4,"Home Equity Loan, Home Equity Loan, Student Loan, and Not Specified",21,19,3.07,1.0,Standard,1370.52,33.108927195114354,30 Years and 8 Months,Yes,43.057894570992346,41.38455786059543,Low_spent_Medium_value_payments,335.5944642350789,Good
CUS_0xa403,0x1c165,August,Stanley Whitee,18,814-00-0664,Media_Manager,15344.79,1311.7325,5,6,7,4,"Debt Consolidation Loan, Payday Loan, Student Loan, and Home Equity Loan",13,10,12.63,10.0,Standard,976.94,32.32451048667082,12 Years and 9 Months,Yes,33.055434469855726,134.50942513394608,Low_spent_Medium_value_payments,243.60839039619825,Standard
CUS_0x364f,0x1a1cd,August,Patrick Temple-Westu,23,688-35-2854,Accountant,20843.43,1774.9525,7,10,15,5,"Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, Home Equity Loan, and Not Specified",53,22,21.32,15.0,Bad,4556.91,35.463393574129725,14 Years and 3 Months,Yes,56.350245002594654,209.1681311627752,Low_spent_Small_value_payments,201.97687383463017,Poor
CUS_0x74e8,0x1d8f9,August,Eisenhammera,39,296-90-6071,Doctor,87727.04999999999,7056.587499999999,5,3,9,3,"Credit-Builder Loan, Not Specified, and Home Equity Loan",18,1,11.86,4.0,Good,263.49,33.576800614768274,25 Years and 5 Months,No,217.7052927510964,311.97943060908204,Low_spent_Large_value_payments,445.9740266398215,Poor
CUS_0x1044,0x25801,August,Maki Shirakip,44,#F%$D@*&8,,33441.59,2748.799166666666,2,4,1,0,,1,4,9.58,5.0,,154.96,35.984108540767004,31 Years and 11 Months,No,0.0,229.53226071473443,Low_spent_Small_value_payments,335.34765595193227,Standard
CUS_0x4caa,0xee5d,August,Mutikanie,16,715-08-6034,Scientist,53611.71,4733.6425,6,5,8,3,"Mortgage Loan, Student Loan, and Credit-Builder Loan",1,15,20.82,8.0,Standard,1458.84,31.659692258185487,7 Years and 9 Months,Yes,87.35712883849558,75.11073091158946,High_spent_Large_value_payments,550.8963902499148,Standard
CUS_0x55c7,0x10399,August,Jonathan Spicerb,32,617-11-1965,Accountant,33643.54,3048.6283333333336,4,6,20,860,"Mortgage Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, and Credit-Builder Loan",7,17,8.56,8.0,Standard,1300.7,33.246114720098795,15 Years and 11 Months,Yes,70.53606363104981,195.86335296063817,High_spent_Small_value_payments,298.4634167416453,Standard
CUS_0x6b89,0x1ddd9,August,Virkia,39,702-92-3642,Media_Manager,20382.97,1451.5808333333334,6,9,28,6,"Student Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, and Debt Consolidation Loan",38,23,15.03,11.0,,2536.84,28.36479968353768,19 Years and 3 Months,Yes,56.85068877732368,45.03819489710219,Low_spent_Large_value_payments,313.26919965890744,Standard
CUS_0x802f,0xf955,August,Emily Flitterg,28,647-94-9183,Engineer,40334.7,3313.225,9,7,26,2,"Not Specified, and Debt Consolidation Loan",59,17,2.6,14.0,Bad,1274.12,33.40916122894004,15 Years and 0 Months,Yes,45.34140136924077,297.5908670958584,,278.39023153490086,Poor
CUS_0x5de6,0xa0e1,August,Paul Carrelg,56,797-52-4322,Media_Manager,17741279.0,1507.335833333333,3,2,8,0,,15,11,4.73,6.0,Good,355.92,31.46411997685837,28 Years and 6 Months,No,0.0,112.68005371783543,Low_spent_Small_value_payments,328.05352961549784,Good
CUS_0x79e4,0xa915,August,McCoolx,34,369-89-2918,Architect,73348.2,5908.349999999999,7,7,12,2,"Not Specified, and Student Loan",29,18,3.6,5.0,Good,870.47,30.229086001565346,24 Years and 6 Months,No,11232.0,362.5842676160349,High_spent_Small_value_payments,368.9914811832164,Good
CUS_0xaed2,0xe16d,August,Valetkevitchv,42,169-61-6035,Manager,62825.9,5404.491666666667,6,6,3,0,,16,16,6.16,5.0,Good,163.32,41.73651832475265,32 Years and 10 Months,No,0.0,140.48119290749216,High_spent_Small_value_payments,659.9679737591745,Poor
